20134340,ELEC0052,Q1
20104976,INFO0031,Q1
20101729,INFO0031,Q1
20110940,INFO0031,Q1
20103936,INFO0031,Q1
20124931,INFO0031,Q1
20122401,INFO0031,Q1
20124741,INFO0031,Q1
20105785,INFO0031,Q1
20120787,INFO0031,Q1
20105538,INFO0031,Q1
20122773,INFO0031,Q1
20120970,INFO0031,Q1
20120960,INFO0031,Q1
20122068,INFO0031,Q1
20013187,INFO0031,Q1
20126472,INFO0031,Q1
20121110,INFO0031,Q1
20121288,INFO0031,Q1
20155307,INFO0031,Q1
20153369,INFO0031,Q1
20154903,INFO0031,Q1
20154902,INFO0031,Q1
20153716,INFO0031,Q1
20153816,INFO0031,Q1
20152431,INFO0031,Q1
20155589,INFO0031,Q1
20144304,INFO0031,Q1
20133011,INFO0031,Q1
20134340,MECA0002,Q1
20136132,ELEC0052,Q1
20136132,MECA0002,Q1
20132118,ELEC0052,Q1
20132118,MECA0002,Q1
20125293,ELEC0052,Q1
20125293,MECA0002,Q1
20115592,ELEC0052,Q1
20115592,MECA0002,Q1
20124816,ELEC0052,Q1
20124816,MECA0002,Q1
20104088,ELEC0052,Q1
20104088,MECA0002,Q1
20131621,ELEC0052,Q1
20131621,MECA0002,Q1
20121329,ELEC0052,Q1
20121329,MECA0002,Q1
20144433,ELEC0052,Q1
20144433,MECA0002,Q1
20131101,ELEC0052,Q1
20131101,MECA0002,Q1
20122815,ELEC0052,Q1
20122815,MECA0002,Q1
20125723,ELEC0052,Q1
20125723,MECA0002,Q1
20133910,ELEC0052,Q1
20133910,MECA0002,Q1
20134524,ELEC0052,Q1
20134524,MECA0002,Q1
20135169,ELEC0052,Q1
20135169,MECA0002,Q1
20114164,ELEC0052,Q1
20114164,MECA0002,Q1
20122999,ELEC0052,Q1
20122999,MECA0002,Q1
20132240,ELEC0052,Q1
20132240,MECA0002,Q1
20124876,ELEC0052,Q1
20124876,MECA0002,Q1
20132961,ELEC0052,Q1
20132961,MECA0002,Q1
20104092,ELEC0052,Q1
20104092,MECA0002,Q1
20134943,ELEC0052,Q1
20134943,MECA0002,Q1
20130996,ELEC0052,Q1
20130996,MECA0002,Q1
20132128,ELEC0052,Q1
20132128,MECA0002,Q1
20134526,ELEC0052,Q1
20134526,MECA0002,Q1
20123843,ELEC0052,Q1
20123843,MECA0002,Q1
20131070,ELEC0052,Q1
20131070,MECA0002,Q1
20131155,ELEC0052,Q1
20131155,MECA0002,Q1
20121166,ELEC0052,Q1
20121166,MECA0002,Q1
20122529,ELEC0052,Q1
20122529,MECA0002,Q1
20134514,ELEC0052,Q1
20134514,MECA0002,Q1
20104015,ELEC0052,Q1
20104015,MECA0002,Q1
20131457,ELEC0052,Q1
20131457,MECA0002,Q1
20125259,ELEC0052,Q1
20125259,MECA0002,Q1
20131171,ELEC0052,Q1
20131171,MECA0002,Q1
20131852,ELEC0052,Q1
20131852,MECA0002,Q1
20132013,ELEC0052,Q1
20132013,MECA0002,Q1
20134481,ELEC0052,Q1
20134481,MECA0002,Q1
20121892,ELEC0052,Q1
20121892,MECA0002,Q1
20146380,ELEC0052,Q1
20146380,MECA0002,Q1
20154680,ELEC0052,Q1
20154680,MECA0002,Q1
20155286,MECA0002,Q1
20155209,MECA0002,Q1
20155396,MECA0002,Q1
20153798,MECA0002,Q1
20131158,MECA0002,Q1
20132433,MECA0002,Q1
20131109,MECA0002,Q1
20134488,MECA0002,Q1
20131738,MECA0002,Q1
20131625,MECA0002,Q1
20132346,MECA0002,Q1
20121777,MECA0002,Q1
20132016,MECA0002,Q1
20123217,MECA0002,Q1
20131902,MECA0002,Q1
20112771,MECA0002,Q1
20134311,MECA0002,Q1
20132699,MECA0002,Q1
20132210,MECA0002,Q1
20134553,MECA0002,Q1
20124925,MECA0002,Q1
20131012,MECA0002,Q1
20120931,MECA0002,Q1
20110608,MECA0002,Q1
20133116,MECA0002,Q1
20134544,MECA0002,Q1
20131182,MECA0002,Q1
20131064,MECA0002,Q1
20132839,MECA0002,Q1
20132965,MECA0002,Q1
20121025,MECA0002,Q1
20131191,MECA0002,Q1
20135257,MECA0002,Q1
20125162,MECA0002,Q1
20123066,MECA0002,Q1
20111868,MECA0002,Q1
20131119,MECA0002,Q1
20124912,MECA0002,Q1
20114767,MECA0002,Q1
20132398,MECA0002,Q1
20134977,MECA0002,Q1
20134456,MECA0002,Q1
20122358,MECA0002,Q1
20132608,MECA0002,Q1
20123337,MECA0002,Q1
20132711,MECA0002,Q1
20125185,MECA0002,Q1
20112334,MECA0002,Q1
20124610,MECA0002,Q1
20132356,MECA0002,Q1
20123008,MECA0002,Q1
20112803,ELEC0052,Q1
20111717,ELEC0052,Q1
20112723,ELEC0052,Q1
20126077,ELEC0052,Q1
20110990,ELEC0052,Q1
20131700,ELEC0052,Q1
20114347,ELEC0052,Q1
20134504,ELEC0052,Q1
20132525,ELEC0052,Q1
20134132,ELEC0052,Q1
20131561,ELEC0052,Q1
20132019,ELEC0052,Q1
20134533,ELEC0052,Q1
20131485,ELEC0052,Q1
20131532,ELEC0052,Q1
20134555,ELEC0052,Q1
20122248,ELEC0052,Q1
20132254,ELEC0052,Q1
20115678,ELEC0052,Q1
20134466,ELEC0052,Q1
20132177,ELEC0052,Q1
20122425,ELEC0052,Q1
20122749,ELEC0052,Q1
20132879,ELEC0052,Q1
20101465,ELEC0052,Q1
20133014,ELEC0052,Q1
20114238,ELEC0052,Q1
20131856,ELEC0052,Q1
20132272,ELEC0052,Q1
20133207,ELEC0052,Q1
20133442,ELEC0052,Q1
20132216,ELEC0052,Q1
20134496,ELEC0052,Q1
20131100,ELEC0052,Q1
20133222,ELEC0052,Q1
20133006,ELEC0052,Q1
20131159,ELEC0052,Q1
20121987,ELEC0052,Q1
20135176,ELEC0052,Q1
20131696,ELEC0052,Q1
20122650,ELEC0052,Q1
20135604,ELEC0052,Q1
20125759,ELEC0052,Q1
20123169,ELEC0052,Q1
20130809,ELEC0052,Q1
20125717,ELEC0052,Q1
20131518,ELEC0052,Q1
20134964,ELEC0052,Q1
20131186,ELEC0052,Q1
20131815,ELEC0052,Q1
20156167,ELEC0052,Q1
20155159,AERO0001,Q2
20153429,AERO0001,Q2
20155167,AERO0001,Q2
20155169,AERO0001,Q2
20154866,AERO0001,Q2
20154412,AERO0001,Q2
20152792,AERO0001,Q2
20121094,AERO0001,Q2
20103970,AERO0001,Q2
20122733,AERO0001,Q2
20101438,AERO0001,Q2
20132915,AERO0001,Q2
20121321,AERO0001,Q2
20122642,AERO0001,Q2
20121304,AERO0001,Q2
20153423,AERO0001,Q2
20121024,AERO0001,Q2
20122789,AERO0001,Q2
20155616,AERO0001,Q2
20121197,AERO0001,Q2
20154242,AERO0001,Q2
20101237,AERO0001,Q2
20154301,AERO0001,Q2
20132536,AERO0001,Q2
20114848,AERO0001,Q2
20156703,AERO0001,Q2
20122556,AERO0001,Q2
20124818,AERO0001,Q2
20103957,AERO0001,Q2
20114264,AERO0001,Q2
20121156,AERO0001,Q2
20123219,AERO0001,Q2
20121167,AERO0001,Q2
20155602,AERO0001,Q2
20122737,AERO0001,Q2
20122076,AERO0001,Q2
20114116,AERO0001,Q2
20122531,AERO0001,Q2
20153429,AERO0003,Q2
20154866,AERO0003,Q2
20121094,AERO0003,Q2
20103970,AERO0003,Q2
20093727,AERO0003,Q2
20122733,AERO0003,Q2
20132915,AERO0003,Q2
20121321,AERO0003,Q2
20153234,AERO0003,Q2
20122642,AERO0003,Q2
20121304,AERO0003,Q2
20153423,AERO0003,Q2
20121024,AERO0003,Q2
20122789,AERO0003,Q2
20121197,AERO0003,Q2
20154242,AERO0003,Q2
20101237,AERO0003,Q2
20154301,AERO0003,Q2
20132536,AERO0003,Q2
20114848,AERO0003,Q2
20156703,AERO0003,Q2
20122556,AERO0003,Q2
20124818,AERO0003,Q2
20103957,AERO0003,Q2
20114264,AERO0003,Q2
20121156,AERO0003,Q2
20123219,AERO0003,Q2
20121167,AERO0003,Q2
20113120,AERO0003,Q2
20155602,AERO0003,Q2
20122737,AERO0003,Q2
20122076,AERO0003,Q2
20114116,AERO0003,Q2
20122531,AERO0003,Q2
20154981,AERO0004,Q1
20154982,AERO0004,Q1
20114317,AERO0004,Q1
20143267,AERO0004,Q1
20144712,AERO0004,Q1
20114293,AERO0004,Q1
20153429,AERO0014,Q2
20154866,AERO0014,Q2
20152792,AERO0014,Q2
20121094,AERO0014,Q2
20103970,AERO0014,Q2
20122733,AERO0014,Q2
20132915,AERO0014,Q2
20121321,AERO0014,Q2
20153234,AERO0014,Q2
20122642,AERO0014,Q2
20121304,AERO0014,Q2
20153423,AERO0014,Q2
20121024,AERO0014,Q2
20122789,AERO0014,Q2
20155616,AERO0014,Q2
20121197,AERO0014,Q2
20154242,AERO0014,Q2
20101237,AERO0014,Q2
20154301,AERO0014,Q2
20132536,AERO0014,Q2
20114848,AERO0014,Q2
20156703,AERO0014,Q2
20122556,AERO0014,Q2
20124818,AERO0014,Q2
20103957,AERO0014,Q2
20114264,AERO0014,Q2
20121156,AERO0014,Q2
20123219,AERO0014,Q2
20121167,AERO0014,Q2
20155602,AERO0014,Q2
20122737,AERO0014,Q2
20122076,AERO0014,Q2
20114116,AERO0014,Q2
20122531,AERO0014,Q2
20154909,AERO0015,Q1
20154981,AERO0015,Q1
20154982,AERO0015,Q1
20111203,AERO0015,Q1
20154468,AERO0015,Q1
20147593,AERO0015,Q1
20155158,AERO0015,Q1
20155181,AERO0015,Q1
20155118,AERO0015,Q1
20111971,AERO0015,Q1
20104152,AERO0015,Q1
20114317,AERO0015,Q1
20143267,AERO0015,Q1
20144712,AERO0015,Q1
20114293,AERO0015,Q1
20101638,AERO0015,Q1
20113653,AERO0015,Q1
20154943,AERO0018,Q1
20153429,AERO0018,Q1
20122733,AERO0018,Q1
20154810,AERO0018,Q1
20122642,AERO0018,Q1
20121304,AERO0018,Q1
20153423,AERO0018,Q1
20121024,AERO0018,Q1
20153958,AERO0018,Q1
20155616,AERO0018,Q1
20101237,AERO0018,Q1
20132536,AERO0018,Q1
20156703,AERO0018,Q1
20101027,AERO0018,Q1
20153539,AERO0018,Q1
20155602,AERO0018,Q1
20122531,AERO0018,Q1
20101438,AERO0024,Q1
20153958,AERO0024,Q1
20101027,AERO0024,Q1
20153539,AERO0024,Q1
20111971,AERO0024,Q1
20144712,AERO0024,Q1
20112308,AERO0024,Q1
20154995,AERO0025,Q1
20155278,AERO0025,Q1
20154943,AERO0025,Q1
20153970,AERO0025,Q1
20155159,AERO0025,Q1
20153429,AERO0025,Q1
20155167,AERO0025,Q1
20155169,AERO0025,Q1
20154866,AERO0025,Q1
20154412,AERO0025,Q1
20121094,AERO0025,Q1
20103970,AERO0025,Q1
20122733,AERO0025,Q1
20132915,AERO0025,Q1
20154810,AERO0025,Q1
20121321,AERO0025,Q1
20153234,AERO0025,Q1
20122642,AERO0025,Q1
